,DIR_ID,DIRECTOR_NAME,YEARS_ACTIVE,LAST_NAME,FIRST_NAME,INVOLVEMENT
2165,ClO,Odets,1944,Odets,Clifford,D
2166,SOe,Oedekerk,1990,Oedekerk,Steve,D
2167,GeO,OHara,1976,OHara,Gerry,D
2168,SiO,Olcott,1912,Olcott,Sidney,D
2169,GOl,Oldman,1997,Oldman,Gary,AD
2170,KOl,Olin,1994,Olin,Ken,D
2171,JoO,Oliansky,1980,Oliansky,Joel,WD
2172,LOl,Olivier,1944-1969,Olivier,Lord Laurence,ADP
2174,RVO,ONeil,1983,O'Neil,Robert Vincent,D
2175,FOp,Opetek,1998,Opetek,Ferzan,D
2176,MOp,Max Ophuls,1930-1955,Oppenheimer (Ophüls),Max,CD
2177,MOs,M.Ophuls,1963-1976,Ophüls,Marcel,CD
2178,GaO,Orona,1990,Orona,Gary,D
2179,DOR,ORourke,1991,O'Rourke,Dennis,D
2180,JmO,Orr,1995,Orr,James,WD
2181,KOr,Ortega,1992-1993,Ortega,Kenny,GD
2183,NOs,Oshima,1960-1978,Oshima,Nagisa,D
2184,GOw,G.Oswald,1956-1971,Oswald,Gerd,D
2185,RiO,R.Oswald,1916-1949,Oswald,Richard,D
2186,SOS,OSteen,1976,O'Steen,Sam,D
2187,KOt,Otomo,1988,Otomo,Katsushiro,D
2188,UlO,Ottinger,1977-1989,Ottinger,Ulrike,D
2189,IdO,Ouedraogo,1992,Ouedraogo,Idrissa,D
2190,GOu,Oury,1960-1980,Tannenbaum,Max Gérard,AWD
2191,CfO,Owen,1967,Owen,Cliff,D
2192,dcode,Owenpname,19dd,bn,gn,D
2193,JOx,Oxenberg,1992,Oxenberg,Jan,AD
2194,NOx,Oxilia,1913,Oxilia,Nino,AD
2195,FOz,Oz,1983-1997,Oznowicz,Frank,APD
2196,xOz,Ozerov,1969,Ozerov,gn,D
2197,AOz,Ozgenturk,1982,Ozgenturk,Ali,WD
2198,YOz,Ozu,1927-1962,Ozu,Yasujiro,D
2199,GP,Pabst,1923-1956,Wilhelm,George,D
2200,HPa,Pachard,1982,Pachard,Henri,D
2201,AlP,Pacino,1987,Pacino,Al,AD
2202,APv,Padovan,1911,Padovan,Adolfo,D
2203,AnP,A.Page,1968-1994,Page,Anthony,D
2204,MPa,Pagnol,1934-1955,Pagnol,Marcel,WD
2205,AJP,Pakula,1976-1993,Pakula,Alan J.,D
2206,GPl,Pal,1960,Pal,George,PD
2207,EPy,Palcy,1984,Palcy,Euzhan,D
2208,APl,Palekar,1990,Palekar,Arnol,D
2210,ToP,Palmer,1984,Palmer,Tony,D
2211,BrP,Paltrow,1982,Paltrow,Bruce,PD
2212,NPa,Panama,1955-1977,Panama,Norman,WPD
2213,LPs,Papastathis,1987,Papastathis,Lakis,D
2214,NPk,Papatakis,1967-1986,Papatakis,Nikos,D
2215,SgP,Parajanov,1990,Parajanov,Sergei,D
2216,JPt,Parent,1935,Parent,James,D
2217,JrP,Paris,1968,Paris,Jerry,D
2218,DPs,Parisot,1996,Parisot,Dean,D
2219,NiP,Park,1991,Park,Nick,D
2221,APa,A.Parker,1973-1990,Parker,Alan,WD
2222,DPa,D.Parker,1992,Parker,David,D
2223,IPa,J.Parker,1955,Parker,John,PWD
2224,TPa,T.Parker,1998,Parker,Trey,WDA
2225,GPk,Parks,1971,Parks,Gordon,D
2226,RPa,Parrish,1951-1971,Parrish,Robert,D
2227,JPa,Parrott,1930-1835,Parrott,James,D
2228,GoP,Parry,1948-1960,Parry,Gordon,APD
2229,CPc,C.Pascal,1991,Pascal,Christine,D
2230,GPa,G.Pascal,1940-1945,Pascal,Gabriel,PD
2231,PaP,Pasolini,1961-1975,Pasolini,Pier Paolo,WD
2232,IPq,Pasquin,1997,Pasquin,John,D
2233,IvP,Passer,1964-1992,Passer,Ivan,D
2234,CPa,Pathe,1902,Pathé,Charles,PD
2235,PPz,Patzak,1989,Patzak,Peter,D
2236,SvP,Stv.Paul,1980,Paul,Steven,DPW
2237,SfP,Stf.Paul,1980,Paul,Stefan,D
2238,AxP,Payne,1997,Payne,Alexander,D
2239,RPe,Pearce,1981-1992,Pearce,Richard,D
2240,SaP,Peckinpah,1961-1983,Peckinpah,Sam,DAW
2241,LPe,Peerce,1969-1981,Peerce,Larry,D
2242,JMP,Pelissie,1973,Pellissie,Jean-Marie,D
2243,MPl,Pellington,1997,Pellington,Mark,D
2244,ArP,A.Penn,1958-1981,Penn,Arthur,D
2245,LeP,L.Penn,1964,Penn,Leo,D
2246,SeP,S.Penn,1991,Penn,Sean,AWD
2247,DAP,Pennebaker,1993,Pennebaker,D.A.,D
2248,CPR,PenningtonRichards,1968,Pennington-Richards,C.,D
2249,MkP,M.Peploe,1992,Peploe,Mark,WD
2250,CP,C.Peploe,1987-1992,Peploe,Clare,WD
2251,GPe,Peppard,1980,Peppard,George,AD
2252,MPe,Pereira,1990,Pereira,Migual,WD
2253,PPm,Perelman,1987-1992,Perelman,Pablo,D
2254,HPe,Perello,1990,Perello,Hope,D
2255,JPe,Peretz,1998,Peretz,Jesse,D
2256,EPe,Perier,1971,Périer,Etienne,D
2258,APe,Perkins,1986,Perkins,Anthony,AD
2260,LcP,Perret,1911-1913,Perret,Léonce,D
2262,FPy,F.Perry,1962-1976,Perry,Frank,DA
2263,BiP,Persky,1981,Persky,Bill,D
2264,LSP,Person,1991,Person,Luis Sergio,D
2265,APk,Peschke,1990,Peschke,Anton,D
2267,WoP,Petersen,1981-1993,Petersen,Wolfgang,D
2268,ElP,Petri,1959-1970,Petri,Elio,D
2269,DPt,Petrie,1959-1982,Petrie,Daniel,D
2270,xPe,Petrov,1944,Petrov,gn,D
2271,JoP,Pevney,1950-1966,Pevney,Joseph,AD
2272,DGP,Phalke,1913,Phalke,D.G.,D
2273,LPh,Phillips,1974-1980,Phillips,Lee,AD
2274,MPi,Pialat,1968-1992,Pialat,Maurice,WD
2275,MiP,Picazo,1985,Picazo,Miguel,D
2276,IrP,Pichel,1932-1954,Pichel,Irving,AD
2277,IPi,Pieplow,1998,Pieplow,John,D
2278,LPi,L.Pierce,1984,Pierce,Larry,D
2279,CBP,C.B.Pierce,1978,Pierce,Charles B.,D
2280,FrP,Pierson,1965-1976,Pierson,Frank R.,DW
2281,ClP,Pinoteau,1980,Pinoteau,Claude,D
2282,LuP,Pintilie,1980-1992,Pintilie,Lucien,D
2283,BPl,Plympton,1998,Plympton,Bill,D
2284,GPi,Pires,1968,Pirès,Gérard,D
2286,LPo,L.Poirier,1920,Poirier,Léon,DS
2287,MPo,M.Poirier,1998,Poirier,Manuel,D
2288,SPo,Poitier,1975-1981,Poitier,Sidney,AD
2289,RoP,Polanski,1961-1980,Polanski,Roman,DA
2291,HPo,Pollard,1929,Pollard,Harry,D
2292,BaP,B.Pollack,1972,Pollack,Barry,DP
2293,JfP,J.Pollack,1997,Pollack,Jeff,D
2294,SP,S.Pollack,1962-1993,Pollack,Sydney,ADP
2295,GeP,Pollock,1956-1979,Pollock,George,D
2296,APo,Polonsky,1948-1969,Polonsky,Abraham,DW
2297,RtP,Polselli,1960,Polselli,Renato,WD
2298,EP,Pommer,1938-1939,Pommer,Erich,PD
2300,GiP,Pontocorvo,1960-1970,Pontocorvo,Gillo,D
2302,ESP,E.S.Porter,1896-1907,Porter,Edwin S.,D
2303,LPt,Portillo,1985,Portillo,Lourdes,D
2304,TPo,Post,1956-1981,Post,Ted,D
2305,HCP,H.Potter,1936-1957,Potter,H.C.,D
2306,DPo,D.Potter,1960-1986,Potter,Dennis,WD
2307,SPt,S.Potter,1993,Potter,Sally,D
2308,RPo,Pottier,1950,Pottier,Richard,D
2309,DkP,D.Powell,1953-1958,Powell,Dick,ADP
2310,MP,M.Powell,1937-1979,Powell,Michael,DPW
2311,MnP,Pradal,1998,Pradal,Manuel,WD
2312,UPr,Prasad,1995,Prasad,Udayan,D
2313,OP,Preminger,1932-1979,Preminger,Otto,D
2316,MPr,Pressman,1977-1983,Pressman,Michael,D
2317,RPr,Preuss,1990,Preuss,Reuben,PD
2319,PPr,Prevert,1932,Prévert,Pierre,D
2320,SPv,Previn,1963,Previn,Steve,D
2321,BPr,B.Price,1997,Price,Bernard,D
2322,DPr,D.Price,1993,Price,David,D
2323,WPr,W.Price,1957,Price,Will,D
2324,ByP,Primus,1992,Primus,Barry,D
2325,Pri,Prince,1984-1990,bnd,fn,MDW
2326,HPr,H.Prince,1970-1977,Prince,Harold,D
2327,xPr,Priyadarshan,1998,Priyadarshan,xfn,D
2328,PtP,Proft,1998,Proft,Pat,WD
2330,APr,Proyas,1994,Proyas,Alex,D
2332,VsP,Pudovkin,1926-1941,Pudovkin,Vsevolod,DA
2333,LPu,Puenzo,1989,Puenzo,Luis,D
2335,JPy,Pytka,1995,Pytka,Joe,D
2336,APy,Pyun,1982-1996,Pyun,Albert,D
2337,xQu,Quay,1995,Quay,fn1,D
2338,IQd,Quested,1980,Quested,John,D
2339,Frq,Quimby,1952,Quimby,Fred,DP
2340,RiQ,Quine,1951-1979,Quine,Richard,AD
2341,AnQ,Quinn,1958,Quinn,Anthony,AD
2342,GeQ,Quintano,1992,Quintano,Gene,D
2343,JoQ,Quintero,1961,Quintero,José,D
2344,FRa,Rademakers,1980,Rademakers,Fons,D
2345,MiR,Radford,1984,Radford,Michael,D
2346,RRa,Radler,1989,Radler,Robert,D
2347,BRf,Rafelson,1970-1997,Rafelson,Bob,DW
2348,ARa,Rafkin,1967,Rafkin,Alan,D
2349,UbR,Ragona,1964,Ragona,Ubaldo,D
2350,SRi,Raimi,1977-1990,Raimi,Sam,DA
2351,YRa,Rainer,1974,Rainer,Yvonne,D
2352,HaR,Ramis,1980-1993,Ramis,Harold,AWD
2353,LyR,Ramsay,1999,Ramsay,Lynn,WD
2354,CRd,Randel,1992,Randel,Christopher,D
2355,DRa,Ranga,1997,Ranga,Donna,D
2356,WhR,Ransick,1993,Ransick,Whitney,DW
2358,MRa,Rappaport,1996,Rappaport,Mark,WD
2359,JPR,Rappeneau,1977-1991,Rappeneau,Jean-Paul,D
2360,IrR,Rapper,1941-1978,Rapper,Irving,D
2361,SRa,Rash,1981,Rash,Steven,D
2362,BRa,Ratner,1997-1999,Ratner,Brett,D
2363,GrR,Ratoff,1937-1957,Ratoff,Gregory,AD
2364,GRv,Ravel,1928,Ravel,Gaston,D
2366,ARv,Ravett,1989,Ravett,Abraham,D
2367,IRa,Rawlins,1946-1947,Rawlins,John,D
2368,FOR,F.O.Ray,1980-1990,Ray,Fred Olen,D
2369,MnR,Man Ray,1923,Radnitsky,Emmanuel,D
2370,NR,N.Ray,1947-1976,Kienzle,Raymond Nicholas,WDA
2371,SR,S.Ray,1954-1977,Ray,Satyajit,D
2372,JRa,Raymond,1934-1952,Caines,John (Jack),PD
2373,SRd,S.Raymond,1973,Raymond,Susan,D
2374,RR,Redford,1980-1998,Redford,"Charles Robert, jr.",AD
2375,CR,C.Reed,1934-1972,Reed,Sir Carol,D
2376,LuR,L.Reed,1929-1930,Reed,Luther,WD
2377,ThR,T.Reed,1939,Reed,Theodore,D
2378,JeR,Rees,1991,Rees,Jerry,D
2379,MRv,Reeves,1965-1968,Reeves,Michael,D
2380,RRe,Regan,1990,Regan,Rob,D
2381,GoR,Reggio,1983-1988,Reggio,Godfrey,DW
2382,MRc,Reichert,1980,Reichert,Mark,D
2383,CaR,C.Reiner,1959-1989,Reiner,Carl,AWD
2384,IRd,Reid,1979-1994,Reid,John,D
2385,RbR,R.Reiner,1983,Reiner,Robert,D
2386,ARt,Reinert,1990,Reinert,Al,D
2387,GxR,G.Reinhardt,1961-1964,Reinhardt,Gottfried,WPD
2388,MxR,M.Reinhardt,1935,Reinhardt,Max,D
2389,HrR,Reinl,1961-1962,Reinl,Harald,D
2390,IgR,Reis,1940-1952,Reis,Irving,DP
2391,WRh,Reisch,1945,Reisch,Walter,D
2392,AlR,A.Reisner,1958-1972,Reisner,Allen,D
2393,ChR,Ch.Reisner,1925-1950,Reisner,Charles,D
2394,WRe,Reitherman,1961-1986,Reitherman,Wolfgang (Woolie),D
2395,ERz,Reitz,1974-1984,Reitz,Edgar,Dw
2396,KRz,Reisz,1958-1981,Reisz,Karel,DP
2397,IvR,Reitman,1971-1990,Reitman,Ivan,D
2398,MRe,Relph,1957-1957,Relph,Michael,VPD
2399,NRe,Rene,1990,René,Norman,D
2401,JR1,J.Renoir,1924-1969,Renoir,Jean,D
2403,AR,Resnais,1959-1976,Resnais,Alain,D
2404,HRv,Revier,1935,Revier,Harry,D
2405,BuR,B.Reynolds,1976-1981,Reynolds,Burt,AD
2406,GeR,G.Reynolds,1960,Reynolds,Gene,D
2407,KeR,K.Reynolds,1991,Reynolds,Kevin,AD
2408,DLR,D.Rich,1958-1983,Rich,David Lowell,D
2409,MtR,M.Rich,1991,Rich,Matty,DA
2410,DRi,Richards,1975-1983,Richards,Dick,D
2411,PRs,P.Richardson,1991,Richardson,Peter,AWD
2412,TRs,T.Richardson,1959-1990,Richardson,Tony,DP
2413,xRi,Richebe,1941,Richebe,gn,D
2414,WRi,Richert,1979,Richert,William,WD
2415,JRi,Richet,1992,Richet,Jean-Francois,D
2416,HRi,Richter,1946,Richter,Hans,D
2417,ARm,Rickman,1997,Rickman,Alan,AWD
2418,LeR,Riefenstahl,1932-1945,Riefenstahl,Leni,AD
2419,ARk,Rifkin,1994,Rifkin,Adam,WD
2420,MRg,Riggs,1993,Riggs,Marlon,D
2421,GRi,Righelli,1920-1946,Righelli,Gennaro,D
2422,WoR,Rilla,1953-1973,Rilla,Wolf,DW
2423,CrR,Rim,1951,Rim,Carlos,D
2424,DeR,Ringel,1992,Deborah,Ringel,D
2425,AtR,Ripley,1958,Ripley,Arthur,D
2426,FRi,Ripploh,1981,Ripploh,Frank,D
2427,ARi,Ripstein,1985,Ripstein,Arturo,D
2428,DnR,Risi,1982,Risi,Dino,D
2429,MRi,Risyaf,1987,Risyaf,M.T.,D
2430,GRt,Ritchie,1999,Ritchie,Guy,WD
2431,MRt,M.Ritchie,1967-1992,Ritchie,Michael,DP
2432,MR,Ritt,1956-1983,Ritter,Martin,DA
2433,JqR,Rivette,1956-1991,Rivette,Jacques,D
2434,HRo,Roach,1933-1941,Roach,Hal,APD
2435,MkR,Rob,1987,Rob,Mike,D
2436,ARG,RobbeGrillet,1962-1966,Robbe-Grillet,Alain,WD
2437,PRP,RobertsonPearce,1990,Robertson-Pearce,Pamela,D
2438,ARb,A.Robbins,1987,Robbins,Arthur,D
2440,MRb,M.Robbins,1979,Robbins,Matthew,D
2441,TRb,T.Robbins,1992-1996,Robbins,Tim,AWD
2442,GvR,Robert,1988,Robert,Genevieve,D
2443,YvR,Y.Robert,1954-1982,Robert,Yves,D
2444,ARo,A.Roberts,1982,Roberts,Alan,D
2445,IRo,J.Roberts,1998,Roberts,John,D
2446,StR,S.Roberts,1932-1936,Roberts,Stephen,D
2447,ISR,Robertson,1917-1935,Robertson,John S.,D
2448,ArR,A.Robinson,1929,Robinson,Arthur,D
2449,BRo,B.Robinson,1989-1992,Robinson,Bruce,DW
2450,IMR,J.Robinson,1990,Robinson,John Mark,D
2452,PAR,P.A.Robinson,1989-1192,Robinson,Phil Alden,WD
2453,MRs,Robson,1943-1979,Robson,Mark,DP
2454,ARw,Rockwell,1993,Rockwell,Alexandre,D
2455,MRo,Rocco,1994,Rocco,Marc,D
2456,GlR,Rocha,1962,Rocha,Glauber,D
2458,FRo,Roddam,1981-1999,Roddam,"Frank, Franc",D
2460,ElR,Rodolfo,1913,Rodolfo,Eleuterio,D
2461,RRz,Rodriguez,1993,Rodriguez,Robert,D
2462,DvR,Roe,1992,Roe,David,D
2464,NiR,Roeg,1972-1983,Roeg,Nicolas,CD
2465,MRr,Roemer,1969,Roemer,Michael,D
2466,ASR,Rogell,1926-1958,Rogell,Albert S.,CDP
2467,McR,Rogers,1929-1960,Rogers,Mclean,D
2468,AxR,Rogoschkin,1989,Rogoschkin,Aleksandr,D
2469,LRg,Rogosin,1994,Rogosin,Lionel,D
2470,ERr,Rohmer,1959-1994,Scherer,Jean Maurice (Eric),D
2471,SuR,Roley,1968-1974,Roley,Sutton,D
2472,JRl,Rollin,1968-1972,Rollins,Jean,D
2474,GRo,Romero,1968-1993,Romero,George A.,WD
2475,MhR,Romm,1934-1964,Romm,Mikhail,D
2476,DJR,Roodt,1992-1997,Roodt,Darrel James,D
2477,PmR,Rooks,1992,Rooks,Pamela,BWD
2478,DRo,Roos,1998,Roos,Don,WD
2479,ARs,Roosevelt,1932,Roosevelt,André,D
2480,BeR,B.Rose,1992-1995,Rose,Bernard,D
2481,MyR,M.Rose,1981,Rose,Mickey,D
2482,PRo,Rosen,1921-1949,Rosen,Phil,D
2483,KvR,Rosenfeld,1990,Rosenfeld,Keva,D
2484,PRb,P.Rosenberg,1983,Rosenberg,Philip,D
2485,SRo,S.Rosenberg,1959-1980,Rosenberg,Stuart,DP
2486,NRo,Rosenbloom,1980,Rosenbloom,Nina,DP
2487,RiR,Rick Rosenthal,1981,Rosenthal,Rick,D
2488,RJR,Rob.Rosenthal,1982,Rosenthal,Robert J.,D
2489,MRm,Rosman,1982-1997,Rosman,Mark,D
2490,BnR,B.Ross,1996,Ross,Benjamin,D
2493,GyR,G.Ross,1998,Ross,Gary,WD
2494,HbR,H.Ross,1969-1995,Ross,Herbert,GDC
2496,RRo,Rossellini,1945-1966,Rossellini,Roberto,WD
2497,RoR,Rossen,1947-1964,Rossen,Robert,WPD
2498,FrR,Rosi,1957-1984,Rosi,Francesco,D
2500,JoR,Roth,1986,Roth,Joe,DP
2501,MRh,Rothemund,1998,Rothemund,Marc,D
2502,SRm,Rothman,1966-1971,Rothman,Stephanie,D
2503,JRo,Rouch,1961,Rouche,Jean,D
2504,BrR,Rouan,1991,Roüan,Brigitte,AD
2505,GRq,Rouquier,1946,Rouquier,Georges,D
2506,RRw,Rowland,1939-1968,Rowland,Roy,D
2507,PRz,Rozema,1987,Rozema,Patricia,DP
2508,DRz,Rozenberg,1993,Rozenberg,David,D
2511,JWR,J.W.Ruben,1931-1938,Ruben,J.Walter,DPW
2512,JRu,J.Ruben,1984-1993,Ruben,Joseph,D
2513,KSR,K.S.Ruben,1988,Ruben,Kat Shea,D
2514,BJR,Rubin,1993,Rubin,Bruce Joel,D
2516,ARu,Rudolph,1976-1989,Rudolph,Alan,D
2517,TRu,Ruggiero,1929,Ruggiero,Telemaco,D
2518,WR,Ruggles,1917-1946,Ruggles,Wesley,ADP
2519,RaR,Ruiz,1996,Ruiz,Raul,D
2520,RRu,Rush,1960-1980,Rush,Richard,D
2521,YRu,Russcol,1997,Russcol,Yael,D
2522,CRu,C.Russell,1994,Russell,Charles,D
2523,DRu,D.O.Russell,1994,Russell,David O.,DW
2524,KRu,K.Russell,1964-1989,Russell,Ken,DW
2525,WRU,Ruttmann,1927,Ruttmann,Walter,D
2526,JaR,Ruzicka,1991,Ruzicka,Jan,D
2527,SRu,Ruzowitzky,1998,Ruzowitzky,Stefan,D
2528,ARy,Ryazanov,1957-1989,Ryazanov,Eldar,D
2529,MRy,Rydell,1968-1981,Rydell,Mark,DPA
2530,WSa,Sachs,1977-1980,Sachs,William,WD
2531,DSa,Sackheim,1995,Sackheim,Daniel,D
2532,AoS,Saderman,1993,Saderman,Alejandro,D
2533,BoS,Sagal,1958-1971,Sagal,Boris,D
2534,ASk,Sakellarios,1955,Sakellarios,Alekos,D
2535,GSs,Saks,1967-1978,Saks,Gene,DS
2536,RrS,Sale,1951-1955,Sale,Richard,WD
2537,SSa,Salkow,1965,Salkow,Sidney,D
2538,MkS,Salomon,1993,Salomon,Mikael,CD
2541,JSt,Salter,1968,Salter,James,BWD
2542,VSa,Salva,1987-1996,Salva,Victor,D
2543,GSa,Salvatores,1992,Salvatores,Gabriele,D
2544,ASt,Samanta,1998,Samanta,Ashim S.,D
2545,KSa,Samples,1997,Samples,Keith,WD
2546,HpS,Sancher,1998,Sancher,Hampton,WD
2547,HSa,Sander,1992,Sander,Helke,WD
2548,HSB,SandersBrahms,1985,Sanders-Brahms,Helma,WD
2549,AkS,Sandgren,1994,Sandgren,Ake,D
2550,MSa,Sandrich,1930-1944,Sandrich,Mark,D
2551,JSd,J.Sandrich,1980,Sandrich,Jay,D
2552,JSa,Sanjines,1969,Sanjines,J,D
2553,ASa,Santell,1915-1946,Santell,Al,WADP
2554,CiS,Santiago,1990,Santiago,Cirio,D
2555,JcS,Santino,1983,Santino,Jack,D
2556,JS,Santley,1929-1950,Mansfield,Joseph,ADW
2557,NPS,dosSantos,1955-1971,dos Santos,Nelson Pereira,D
2558,RSa,Sarafian,1973-1970,Sarafian,Richard C.,D
2559,JSg,Sargent,1966-1980,Sargent,Joseph,D
2560,MiS,Sarne,1966-1969,Sarne,Michael,AD
2561,ASf,Sanford,1996,Sanford,Arlene,D
2562,PeS,Sasdy,1970-1983,Sasdy,Peter,D
2564,CSr,Saura,1977-1989,Saura,Carlos,D
2565,JqS,Saurel,1985,Saurel,Jaques,D
2566,ClS,Sautet,1960-1992,Sautet,Claude,WCMD
2567,PiS,Sauvage,1984,Sauvage,Pierre,D
2568,PSv,P.Saville,1999,Saville,Philip,D
2569,VrS,V.Saville,1927-1955,Saville,Victor,PD
2570,TSa,Savin,1990,Savin,Tom,D
2571,ISy,Sayles,1980-1991,Sayles,John,EWDCP
2572,IrS,Scaraf,1991,Scaraf,Irving,D
2573,GSc,Schaefer,1954-1993,Schaefer,George,WPD
2574,ESc,Schaeffer,1996,Schaeffer,Eric,AD
2575,DiS,Shafer,1996,Shafer,Dirk,D
2576,FJS,Schaffner,1963-1982,Schaffner,Franklin J.,D
2577,HgS,Schallerup,1978,Schallerup,Henning,D
2578,DSy,Schary,1963,Schary,Dore,WPD
2579,JSb,Schatzberg,1970-1987,Schatzberg,Jerry,D
2581,RSc,Scheerer,1980,Scheerer,Robert,D
2582,ASm,Scheinman,1994,Scheinman,Andrew,D
2583,MxS,Schell,1979,Schell,Maximilian,AD
2585,CaS,Schenkel,1993,Schenkel,Carl,D
2586,FSc,Schepisi,1970-1993,Schepisi,Fred,D
2587,ViS,Schertzinger,1917-1942,Schertzinger,Victor,DCM
2588,PaS,Schiffer,1970,Schiffer,Pàl,D
2589,LSc,Schiller,1980,Schiller,Lawrence,D
2590,ThS,Schlamme,1993,Schlamme,Thomas,D
2591,FSl,Schlaich,1996,Schlaich,Frieder,D
2592,IS,Schlesinger,1960-1988,Schlesinger,John,D
2593,CSc,Schlingensief,1990,Schlingensief,Christoph,D
2594,VoS,Schlondorff,1966-1990,Schlöndorff,Volker,D
2595,DSc,Schmoeller,1982,Schmoeller,David,D
2596,JuS,Schnabel,1996,Schnabel,Julian,D
2597,GSz,Schnitzer,1958,Schnitzer,Gerry,CD
2598,EBS,Schoedsack,1926-1949,Schoedsack,Ernest B.,CD
2599,SiS,Schonemann,1985,Schönemann,Sibylle,D
2601,HHS,Schomburgk,1913-1956,Schomburgk,Hans Hermann,DWPA
2602,PSc,Schrader,1978-1992,Schraeder,Paul,WD
2603,BSc,Schroeder,1987-1990,Schroeder,Barbet,DP
2604,"D,W",Schulman,1997,Schulman,Tom,TSm
2605,MSz,Schultz,1976-1991,Schultz,Michael,D
2606,BSz,Schulz,1982,Schulz,Bob,D
2607,JoS,Schumacher,1989-1997,Schumacher,Joel,D
2608,RhS,Schunzel,1919-1941,Schunzel,Reinhold,DA
2609,HSc,Schuster,1943-1955,Schuster,Harold,D
2610,LSw,Schwab,1930,Schwab,Laurence,D
2611,SfS,Schwartz,1998,Schwartz,Stefan,D
2612,HnS,Schwarz,1929,Schwarz,Hanns,D
2613,EtS,Scola,1954-1982,Scola,Ettore,WD
2614,MS,Scorsese,1970-,Scorsese,Martin,DA
2615,xSc,Scotese,1952,Scotese,gn,D
2616,CyS,C.Scott,1992,Scott,Cynthia,D
2617,GCS,G.C.Scott,1972,Scott,George C.,AD
2618,OzS,O.Scott,1981,Scott,Oz,D
2619,RS,R.Scott,1978-1991,Scott,Ridley,DP
2620,ToS,T.Scott,1983,Scott,Tony,D
2621,SSl,Seagal,1994,Seagal,Steven,AD
2622,VSj,Seastrom,1916-1936,Sjostrom,Victor,AD
2623,GS,Seaton,1945-1973,Stenius,George,WDP
2625,EdS,Sedgwick,1921-1950,Sedgwick,Edward M.,D
2626,ASe,A.Segal,1963,Segal,Alex,D
2627,BSe,B.Segal,1981,Segal,Boris,D
2628,PSe,P.Segal,1994,Segal,Peter,D
2629,SSg,Segall,1970,Segall,Stuart,D
2630,SuS,Seidelman,1982-1994,Seidelman,Susan,D
2631,JpS,Seiden,1949,Seiden,Joseph,D
2632,LwS,Seiler,1928-1958,Seiler,Lewis,D
2633,WAS,Seiter,1918-1954,Seiter,William A.,D
2634,GBS,Seitz,1913-1960,Seitz,George B.,WDA
2636,SSe,Sekely,1963,Sekely,Steve,D
2637,LeS,Selander,1936-1967,Selander,Lesley,D
2638,HyS,Selick,1993,Selick,Henry,D
2639,xSe,Selim,1942,Selim,xfn,D
2640,xSz,Seltzer,1988,Seltzer,xfn,D
2642,OuS,Sembene,1969-1992,Sembène,Ousman,WD
2643,DmS,Sena,1993,Sena,Dominic,D
2644,MSe,Mack Sennett,1912-1920,Sinnott,Michael,PDW
2645,DeS,Serafian,1994,Serafian,Deran,D
2646,GuS,Serena,1915,Serena,Gustavo,DA
2647,JlS,Seria,1977,Seria,Joel,D
2648,CSe,Serreau,1973-1990,Serreau,Coline,WADE
2649,PhS,Setbon,1990,Setbon,Philip,WD
2650,JxS,Sevcikova,1992,Sevcikova,Jana,D
2651,VeS,Sewell,1953-1968,Sewell,Vernon,D
2652,JSy,Seymour,1994,Seymour,Jeff,WD
2653,NSg,Sgarro,1975,Sgarro,Nicholas,D
2654,TSy,Shadyac,1997-1999,Shadyac,Tom,D
2657,KSh,Shah,1976,Shah,Krishna,D
2658,KSk,Shaknazarov,1989,Shaknazarov,Karen,D
2659,ASS,Sharma,1990,Sharma,Aribam Syam,D
2660,JiS,Sharman,1975,Sharman,Jim,WD
2662,IPS,Shanley,1990,Shanley,John Patrick,WD
2663,ASh,A.Shapiro,1993,Shapiro,Alan,D
2664,KeS,K.Shapiro,1981,Shapiro,Ken,D
2665,DoS,D.Sharp,1959-1965,Sharp,Don,D
2666,BSh,Sharpsteen,1941,Sharpsteen,Dumbo,D
2667,IaS,I.Sharp,1982,Sharp,Ian,D
2668,WSh,Shatner,1989,Shatner,William,AD
2669,MvS,Shavelson,1956-1966,Shavelson,Melville,WDP
2670,BrS,Shear,1967-1977,Shear,Barry,D
2671,DSh,Shebib,1981,Shebib,Donald,D
2672,SSb,Shainberg,1998,Shainberg,Steven,D
2673,JSn,J.Sheldon,1963,Sheldon,James,D
2674,SSn,S.Sheldon,"1953, 1947-1992",Sheldon,Sidney,WBD
2676,RSh,Shelton,1988-1994,Shelton,Ron,WD
2677,SSR,Sheppard,1988,Rogers,Samuel Sheppard,AWD
2678,RSd,Shepard,1992,Shepard,Richard,D
2679,JSq,Sher,1960,Sher,Jack,D
2680,JSh,Sheridan,1989,Sheridan,Jim,WD
2681,GAS,G.A.Sherman,1982,Sherman,Gary A.,D
2682,GeS,G.Sherman,1937-1971,Sherman,George,DP
2683,LoS,L.Sherman,1933-1934,Sherman,Lowell,D
2684,VSh,V.Sherman,1942-1943,Sherman,Vincent,D
2685,FSh,Shields,1984,Shields,Frank,D
2687,KaS,Shindo,1953-1967,Shindo,Kaneta,D
2688,JSo,Sholder,1982-1985,Sholder,Jack,D
2689,MSh,Shisgal,1990,Shisgal,Murray,D
2690,LSm,Sholem,1949-1954,Sholem,Lee,D
2691,LiS,Shonteff,1965,Shonteff,Lindsay,WD
2692,SSh,Shore,1985,Shore,Sig,D
