,ACTOR_ID,STAGE_NAME,YEARS_ACTIVE,LAST_GIVEN,FIRST_GIVEN,SEX,BIRTH,DEATH,ROLE_TYPES,NATIONALITY
333,334,Adrienne Barbeau,1977-1982,Barbeau,Adrienne,F,1949,199x,R:lead,Am
334,335,George Barbier,1924-1945,Barbier,George,M,1865,1945,R:blustery kind man,Am
335,336,Joyce Barbour,1936,,,F,,199x,RU:,Un
336,337,Brigitte Bardot,1954-1973,Javal,Camille,F,1933,199x,R:sexy,Fr
337,338,Mijanou Bardot,1960,Javal,Mijanou,F,,199x,R:sexy,Fr
338,339,Sonny Barger,,,,M,,199x,RU:,Un
339,340,Lynn Bari,1933-1962,Fisher,Marjorie,F,1915,1989,R:pert,Am
340,341,Norah Baring,1928-1933,Baring,Norah,F,1907,199x,R:lead,Br
341,342,Erik Barker,1937-1970,Barker,Erik,M,1912,199x,R:character,Br
342,343,Ronnie Barker,1963-1979,Barker,Ronnie,M,1929,199x,R:portly,Br
343,344,Lex Barker,1949-1952,Barker,Alexander,M,,199x,R:ape man,Am
344,345,Ellen Barkin,1982-1989,Barkin,Ellen,F,1954,199x,R:sexy wives,Am
345,346,Marcie Barkin,1975,,,F,,199x,RU:,Un
346,347,Mikhail Barishnikov,1979,,,M,,199x,R:dancer,Ru
347,348,Binnie Barnes,1931-1972,Barnes,Gitelle,F,1905,1983,R:light,Br
348,349,Jake Barnes,,,,M,,199x,RU:,Un
349,350,Joanna Barnes,1958-1970,Barnes,Joanna,F,1934,199x,R:cool,Am
350,351,Julian Barnes,,,,M,,199x,RU:,Un
351,352,Priscilla Barnes,,,,F,,199x,RU:,Un
352,353,Charlie Barnett,,,,M,,199x,RU:,Un
353,354,Nella Barnier,,,,F,,199x,RU:,Un
354,355,Sandy Baron,,,,,,199x,RU:,Un
355,356,Pierre Barouh,,,,M,,199x,RU:,Un
356,357,Maria Barranco,,,,F,,199x,RU:,Un
357,358,JeanLouis Barrault,1935-1967,Barrault,Jean-Louis,M,1910,1994,R:stage actor,Fr
358,359,MarieChristine Barrault,1969-1978,Barrault,Marie-Christine,F,1944,199x,RU:,Fr
359,360,Edith Barrett,1941-1956,Williams,Edith,F,1907,1977,R:secondary,Am
360,361,Judith Barrett,1936-1940,Kelly,Lucille,F,1914,199x,R:B-movie lead,Am
361,362,Barbara Barrie,1964-1980,Barrie,Barbara,F,,199x,R:pert,Am
362,363,Mona Barrie,1933-1953,Smith,Mona,F,1909,199x,R:ladylike,Au
363,364,Wendy Barrie,1932-1954,Jenkins,Wendy,F,1912,1978,R:lead,Br
364,365,Edgar Barrier,1940-1963,Barrier,Edgar,M,1906,1964,R:suave villain,Am
365,366,Maurice Barrier,1982,,,M,,199x,RU:,Fr
366,367,George Barris,1979,,,M,,199x,RU:,Un
367,368,Gene Barry,1952-1979,Klass,Eugene,M,1921,199x,R:poised,Am
368,369,Joan Barry,1922-1934,Barry,Joan,F,1903,199x,R:lead,Br
369,370,Diane Barrymore,1942-1944,Barrymore Blythe,Diane Blanche,F,1921,1960,R:unhappy,Am
370,371,Drew Barrymore,1982-1992,Barrymore,Drew,F,1976,199x,R:determined child,Am
371,372,Ethel Barrymore,1914-1957,Blythe,Edith Mae,F,1879,1959,R:regal presence,Am
372,373,John Barrymore,1913-1942,Blythe,John,M,1882,1942,R:churlish grandpa,Am
373,374,John Barrymore jr.,1950-1963,Blythe Barrymore,John Drew,M,1932,199x,R:weakling,Am
374,375,John Barrymore III,,,,M,,199x,RU:,Un
375,376,Lionel Barrymore,1909-1953,Blythe,Lionel,M,1878,1954,R:churlish grandpa?,Am
376,377,Doris Rankin,,Rankin,Doris,,,,RU:,Am
377,378,Irine Fenwick,,Fenwick,Irene,,1936,,RU:,Am
378,379,Maurice Barrymore,,Blythe,Herbert,M,,199x,R:[stage],Am
379,380,Georgiana Drew,,Blythe,Herbert,M,,199x,R:[stage],Am
380,381,Paul Bartels,1976-1981,Bartels,Paul,M,1940,199x,R:wild,Am
381,382,Eddie Barth,1979,,,M,,199x,RU:,Un
382,383,Richard Barthelmess,1916-1942,Barthelmess,Richard,M,1895,1963,R:presentable innocent,Am
383,384,Freddie Bartholomew,1930-1951,Llewellyn,Frederick,M,1924,1992,R:well-bred child,Ir
384,385,Eve Bartok,1951-1964,Sjöke,Eva,F,1926,199x,R:agreeable,Hu
385,386,James Barton,1923-1961,Barton,James,M,1890,1962,R:grubby,Am
386,387,Richard Basehart,1947-1982,Basehart,Richard,M,1915,1984,R:thoughtful,Am
387,388,Tony Basil,1969,,,M,,199x,RU:,Un
388,389,Kim Basinger,1982-1989,Basinger,Kim,F,1953,1998x,R:stunning; vulnerable looking lead,Am
389,390,Count Basie,,Basie,William,M,19aa,199x,R:musician,Am
390,391,Richard Baskin,1975-1976,Baskin,Richard,M,,199x,RU:,Un
391,392,Alfie Bass,1954-1967,Bass,Alfie,M,19aa,1987,R:sr,Ct
392,393,Lina Basquette,1916-1928,Basquette,Lena,F,1907,199x,R:dancer; rebel,Am
393,394,Albert Basserman,1913-1948,Basserman,Albert,M,1867,1952,R:sympathetic,Ge
394,395,Angela Bassett,1991-1993,Bassett,Angela,F,1958,199x,R:mother,Un
395,396,Steve Bassett,1983,,,M,,199x,RU:,Un
396,397,Alexandra Bastedo,1963-1975,Bastedo,Alexandra,F,1946,199x,R:lead,Ca-It-Br
397,398,Alan Bates,1959-1983,Bates,Alan,M,1934,199x,R:thoughtful tough,Br
398,399,Barbara Bates,1949,,,F,,199x,RU:,Un
399,400,Florence Bates,1937-1953,Rabe,Florence,F,1888,1954,R:matron (friendly or fiendish),Am
400,401,Kathy Bates,1982-1990,Bates,Kathy,F,1958,199x,R:plump,Am
401,402,Michael Bates,1955-1977,Bates,Michael,M,1920,1978,R:stupid policeman,Br
402,403,Belinda Bauer,1983-1990,,,F,,199x,R:dancer,Am
403,404,Steven Bauer,1983-1986,,,M,,199x,RU:,Un
404,405,Harry Baur,1910-1942,Baur,Harry,M,1880,1943,R:celebrated,Fr
405,406,Barbara Baxley,1958-1979,Baxley,Barbara,F,,199x,R:gorgeous,Am
406,407,Alan Baxter,1935-1971,Baxter,Alan,M,1908,1976,R:colonel,Am
407,408,Anne Baxter,1940-1983,Baxter,Ann,F,1923,1985,R:shy innocent; cold eyed schemer,Am
408,409,Jane Baxter,1932-1951,Forde,Feodora,F,1909,199x,R:gentle-mannered,Br
409,410,Warner Baxter,1914-1950,Baxter,Warner,M,1889,1951,R:distinguished,Am
410,411,Sarah Bay,1972,Neri,Rosalba,F,,199x,RU:,It
411,412,Nathalie Baye,1950-1982,Baye,Nathalie,F,,199x,RU:,Un
412,413,Gary Bayer,,,,M,,199x,RU:,Un
413,414,Geoffrey Bayldon,1953-1983,Bayldon,Geoffrey,M,1924,199x,R:lanky excentric,Br
414,415,Stephanie Beacham,1969-1980,Beacham,Stephanie,F,1949,199x,R:lead,Br
415,416,John Beal,1933-1983,Bliedung,Alexander,M,1909,199x,R:boyish innocence,Am
416,417,Jennifer Beals,,,,F,,199x,RU:,Un
417,418,Emanuelle Beart,1985-1991,Béart,Emanuelle,F,1965,Und,R:naive beauty,Fr
418,419,The Beatles,1964-1981,The Beatles,,G,1940,199x,R:pop,Br
419,420,Ned Beatty,1972-1983,Beatty,Ned,M,1937,199x,R:chubby,Am
420,421,Robert Beatty,1943-1973,Beatty,Robert,M,1909,199x,R:lead,Ca
421,422,Warren Beatty,1961-1978,Beaty,Warren,M,1937,199x,R:pschological maladjustment,Am
422,423,Louise Beavers,1929-1961,Beavers,Louise,F,1902,1962,R:happy housekeeper,Am
423,424,John C. Becher,,,,M,,199x,RU:,Un
424,425,Sidney Bechet,1930,Bechet,Sidney,M,1892,1959,R:clarinetist,Am
425,426,Jenny Beck,1976,Beck,Jennifer,F,1974,199x,R:daughter,Am
426,427,John Beck,1969-1981,Beck,John,M,1943,199x,R:lead,Am
427,428,Kimberly Beck,,,,F,,199x,RU:,Un
428,429,Michael Beck,1977-1981,Beck,Michael,M,1948,199x,R:lead,Am
429,430,Stanley Beck,,,,M,,199x,RU:,Un
430,431,Barry Beckerman,,,,M,,199x,RU:,Un
431,432,Scotty Beckett,1934-1956,Beckett,Scotty,M,1929,1968,R:soulful-looking,Am
432,433,Reginald Beckwith,1941-1965,Beckwith,Reginald,M,1908,1965,R:high voice,Br
433,434,Don Beddoe,1939-1969,Beddoe,Don,M,1888,1979,R:genial look,Am
434,435,Bonnie Bedelia,1969-1990,Bedelia,Bonnie,F,1946,199x,R:lead,Am
435,436,Kabir Bedi,1976-1983,Bedi,Kabir,M,1935,199x,R:lead,In
436,437,Alfonso Bedoya,1947-1957,Bedoya,Alfonso,M,1904,1957,R:beaming face,Me
437,438,Molly Bee,,,,F,,199x,RU:,Un
438,439,Noah Beery,1918-1946,Beery,Noah,M,1884,1946,R:villain,Am
439,440,Noah Beery jr.,1920-1982,Beery jr.,Noah,M,1913,1994,R:easy going sidekick,Am
440,441,Wallace Beery,1916-1949,Beery,Wallace,M,1880,1949,R:tough; ugly; slow-thinking; easy-going,Am
441,442,Hagan Beggs,,,,M,,199x,RU:,Un
442,443,Ed Begley,1947-1969,Begley,Ed,M,1901,1970,R:jovial uncle,Am
443,444,Ed Begley jr.,1972-1979,Begley jr.,Ed,M,,199x,R:character actor,Am
444,445,Harry Belafonte,1953-1974,Belafonte,Harry,M,1927,199x,R:ballad singer,Am
445,446,Charles Belcher,,,,M,,199x,RU:,Un
446,447,Barbara BelGeddes,1947,Lewis,Barbara Geddes,F,1927,199x,R:placid,Am
447,448,Ann Bell,1962-1980,Bell,Ann,F,,199x,R:character,Br
448,449,James Bell,1932-1963,Bell,James,M,1891,1973,R:character,Am
449,450,Marie Bell,1928-1966,Bellon-ney,Marie-Jeanne,F,1900,1985,R:distinguished,Fr
450,451,Rex Bell,1930,Bell,Rex,M,,1962,R:cowboy,Am
451,452,Tom Bell,1961-1978,Bell,Tom,M,1933,199x,R:gaunt; lead,Br
452,453,Madge Bellamy,1923-1928,Philpott,Margaret,F,1903,199x,R:general purpose,Am
453,454,Ralph Bellamy,1931-1983,Bellamy,Ralph,M,1904,1991,R:rich `other man',Am
454,455,Harry Bellaver,1940-1980,Bellaver,Harry,M,1905,199x,R:cop; small-time gangster or cabbie,Am
455,456,Kathleen Beller,1974-1983,Beller,Kathleen,F,1955,199x,R:lead,Am
456,457,Agostina Belli,,,,M,,199x,RU:,Un
457,458,Olga Bellin,,,,F,,199x,RU:,Un
458,459,JeanPaul Belmondo,1958-1983,Belmondo,Jean,M,1933,199x,R:interesting but unhandsome lead,Fr
459,460,Belmonts,,,,,,199x,RU:,Un
460,461,Lionel Belmore,1915-1940,Belmore,Lionel,M,1867,1953,R:portly,Br
461,462,Richard Beltran,,,,M,,199x,RU:,Un
462,463,Robert Beltran,,,,M,,199x,RU:,Un
463,464,Jim Belushi,,,,M,,199x,RU:,Un
464,465,John Belushi,1978-1981,Belushi,John,M,1949,1982,R:overweight comic,Am
465,466,Richard Belzer,,,,M,,199x,RU:,Un
466,467,Pat Benatar,,,,F,,199x,R:singer,
467,468,Brian Benben,,,,M,,199x,RU:,Un
468,469,Robert Benchley,1933-1946,Benchley,Robert,M,1889,1945,R:lovable bumbler,Am
469,470,William Bendix,1942-1965,Bendix,William,M,1906,1964,R:sweet tough,Am
470,471,Billy Benedict,1935-1976,Benedict,Billy,M,1906,199x,R:an original `Bowery Boy'; now cabby bartender,Am
471,472,Dirk Benedict,1975-1983,Niewoehner,Dirk,M,1945,199x,R:lead,Am
472,473,Paul Benedict,,,,M,,199x,RU:,Un
473,474,Richard Benedict,1946-1960,Benedetto,Riccardo,M,1916,199x,R:heavy,Am
474,475,Annette Bening,1990-1991,Bening,Annette,F,,199x,R:sex kitten,Am
475,476,Richard Benjamin,1953-1982,Benjamin,Richard,M,1938,199x,R:diffident,Am
476,477,Alma Bennett,1914-1930,Bennett,Belle,F,1889,1958,R:silent vamp,Am
477,478,Barbara Bennett,1929-1930,Bennett,Barbara,F,1902,1958,R:silent lead,Am
478,479,Belle Bennett,1918-1931,Bennett,Belle,F,1891,1932,R:silent lead,Am
479,480,Bruce Bennett,1934-1961,Brix,Herman,M,1909,199x,R:athletic,Am
480,481,Constance Bennett,1922-1965,Bennett,Constance,F,1904,1965,R:worldly,Am
481,482,Hywel Bennett,1966-1980,Bennett,Hywel,M,1944,199x,R:innocent,Br; Welsh
482,483,Jill Bennett,1953-1982,Bennett,Jill,F,1944,1990,R:emancipated; unusual,Br
483,484,Joan Bennett,1915-1978,Bennett,Joan,F,1910,1990,R:attractive,Am
484,485,Joe Bennett,,,,M,,199x,RU:,Un
485,486,John Bennett,1959-1977,Bennett,John,M,1928,199x,R:swarthy,Br
486,487,Marjorie Bennett,1947-1976,Bennett,Marjorie,F,1894,1982,R:bathing beauty,Am
487,488,Richard Bennett,1923-1943,Bennett,Richard,M,1873,1944,R:dapper,Am
488,489,Annette Benning,1993,Benning,Anette,F,1958,199x,R:lively,Am
489,490,Jack Benny,1929-1967,Kubelsky,Benjamin,M,1894,1974,R:reproachful comedian,Am
490,491,Martin Benson,1949-1981,Benson,Martin,M,1918,199x,R:smooth crook,Br
491,492,Robby Benson,1973-1982,Segal,Robert,M,1956,199x,R:cute juvenile,Am
492,493,Michael Bentine,1966,Bentine,Michael,M,1922,199x,R:goonish,Br-Peruvian
493,494,Barbi Benton,,,,F,,199x,R:playboy girl,
494,495,Susanne Benton,,,,F,,199x,RU:,Un
495,496,Iris Berben,,,,F,,199x,RU:,Un
496,497,Tom Berenger,1977-1983,Berenger,Tom,M,1950,199x,R:brooding,Am
497,498,Marisa Berenson,1972-1981,Berenson,Marisa,F,1946,199x,R:fashion model,Un
498,499,Judith-Marie Bergan,,,,F,,199x,RU:,Un
499,500,Candice Bergen,1966-1982,Bergen,Candice,F,1946,199x,R:stylish,Am
500,501,Polly Bergen,1950-1970,Burgin,Nellie,F,1929,199x,R:singer,Am
501,502,William Bergen,,,,M,,199x,RU:,Un
502,503,Helmut Berger,1969-1977,Steinberger,Helmut,M,1944,199x,R:sinister; handsome,Os
503,504,Katya Berger,,,,F,,199x,RU:,Un
504,505,Senta Berger,1957-1977,Berger,Senta,F,1941,199x,R:lead,Os
505,506,Sidney Berger,,,,M,1962,199x,RU:,Un
506,507,William Berger,,,,M,,199x,RU:,Un
507,508,Jacques Bergerac,1957-1965,Bergerac,Jacques,M,1927,199x,R:lead,Fr
508,509,Herbert Berghof,1952-1980,Berghof,Herbert,M,1909,1990,R:character,Os
509,510,Ingrid Bergman,1934-1978,Bergman,Ingrid,F,1915,1982,R:innocent; strong beauty,Sw
510,511,Harold Bergman,,,,M,,199x,RU:,Un
511,512,Henry Bergman,,,,M,,199x,RU:,Un
512,513,Sandahl Bergman,,,,,,199x,RU:,Un
513,514,Tracy Bergman,,,,,,199x,RU:,Un
514,515,Elisabeth Bergner,1924-1979,Ettel,Elisabeth,F,1898,1986,R:fey gamine,Ge
515,516,Thommy Bergren,,,,M,,199x,RU:,Un
516,517,Steven Berkoff,,,,M,,199x,RU:,Un
517,518,Milton Berle,1937-1980,Berlinger,Mendel,M,1908,199x,R:brash comic,Am
518,519,Irving Berlin,1943,Baline,Israel,M,1888,199x,R:singer,Am
519,520,Jennie Berlin,1972,Berlin,Jean,F,,199x,RU:,Am
520,521,Shelley Berman,1964-1970,Berman,Shelley,M,1926,199x,R:cabaret monologuist,Am
521,522,Susan Berman,,,,F,,199x,RU:,Un
522,523,Jason Bernhard,,,,M,,199x,RU:,Un
523,524,Sandra Bernhard,1982-1992,Bernhard,Sandra,F,,199x,R:elegant sexy,Am
524,525,Sarah Bernhardt,1923,Bernhard,Sarah,F,1844,1923,R:heroine; courtesan,Fr
525,526,Herschel Bernardi,1937-1976,Bernardi,Herschel,M,1923,1986,R:balding; beaming cop or gangster,Am
526,527,Sarah Bernhardt,1900-1923,Bernard,Rosalie,F,1844,1923,R:dignified,Fr
527,528,Elizabeth Berridge,,,,F,,199x,RU:,Un
528,529,Phillip Berrigan,,,,M,,199x,RU:,Un
529,530,Chuck Berry,,,,M,,199x,RU:,Un
530,531,Jules Berry,1934-1947,Paufichet,Jules,M,1883,1951,R:Saturnine; character,Fr
531,532,Ken Berry,1970-1974,Berry,Ken,M,1933,199x,R:bird-like comic hero,Am
532,533,Michael Berryman,,,,M,,199x,RU:,Un
533,534,Marina Berti,1949-1977,Berti,Marina,F,1928,199x,R:lead,It
534,535,Bibi Besch,,,,F,,199x,RU:,Un
535,536,Eugenie Besserer,1912-1933,Besserer,Eugenie,F,1870,1934,R:character,Am
536,537,Edna Best,1921-1948,Best,Edna,F,1900,1974,R:maternal,Br
537,538,Willie Best,1930-1955,Best,Willie,M,1916,1962,R:goggled-eyed servant,Am
538,539,Barbara Bestar,,,,F,,199x,RU:,Un
539,540,Jack Beutel,,,,M,,199x,RU:,Un
540,541,Turhan Bey,,Bey,Turhan,M,19aa,1995,R:romantic sheik,Ct
541,542,Richard Beymer,1952-1983,Beymer,Richard,M,1939,199x,R:juvenile lead,
542,543,Daniela Bianchi,1959-1968,Bianchi,Daniela,F,1942,199x,R:lead,
543,544,Charles Bickford,1929-1966,Bickford,Charles,M,1889,1967,R:rugged; projected sincerity and warmth,Am
544,545,Michael Biehn,,,,M,,199x,RU:,Un
545,546,Ramon Bieri,,,,M,,199x,RU:,Un
546,547,Theodore Bikel,1951-1976,Bikel,Theodore,M,1924,199x,R:heavily-built; can play most nationalities,Os
547,548,Tony Bill,1963-1980,Bill,Tony,M,1940,199x,R:light lead,Am
548,549,Peter Billingsley,,,,M,,199x,RU:,Un
549,550,Herman Bing,1929-1946,Bing,Herman,M,1889,1947,R:plump;explosive comedy,Ge
550,551,Geoff Binney,,,,M,,199x,RU:,Un
551,552,Edward Binns,1951-1979,Binns,Edward,M,,199x,R:solid; character,Am
552,553,Julliette Binoche,1987,Binoche,Julliette,F,1964,199x,R:charming lead,Fr
553,554,Paul Birch,1953-1967,Birch,Paul,M,1900,1969,R:burly,Am
554,555,Brad Bird,,,,M,,199x,RU:,Un
555,556,Norman Bird,1954-1981,Bird,Norman,M,1920,199x,R:underdog,Br
556,557,David Birney,1973-1982,Birney,David,M,1944,199x,R:lead,Am
557,558,Jennifer Bishop,,,,F,,199x,RU:,Un
558,559,Pat Bishop,,,,,,199x,RU:,Un
559,560,Julie Bishop,1933-1957,Brown,Jacqueline,F,1914,199x,R:lead,Am
560,561,Whit Bissell,1943-1966,Bissell,Whit,M,1919,1981,R:attorneys to garage attendant,Am
561,562,Jacqueline Bisset,1964-1988,Bisset,Jacqueline,F,1944,199x,R:lead,Br
562,563,Bonnie Bittner,,,,F,,199x,RU:,Un
563,564,Bill Bixby,1962-1983,Bixby,Bill,M,1934,1993,R:diffident light lead,Am
564,565,Gunnar Bjornstrand,1952-1982,Gunnar Björnstrand,Gunnar,M,19aa,1986,R:lead,Sw
565,566,Karen Black,1967-1983,Ziegeler,Karen,F,1942,199x,R:lead,Am
566,567,Honor Blackman,1947-1978,Blackman,Honor,F,1926,199x,R:`charm school' product; `English rose'; later kinky and judo,Br
567,568,Joan Blackman,1961-1966,Blackman,Joan,F,1938,199x,R:lead,Am
568,569,Sidney Blackmer,1929-1968,Blackmer,Sidney,M,1895,1973,R:suave,Am
569,570,Ruben Blades,1988-1991,Blades,,Ruben M,1948,199x,R:singer,Pa  namanian
570,571,Gerard Blain,1954-1980,Blain,Gerard,M,1930,199x,R:equiv.of James Dean,Fr
571,572,Vivian Blaine,1942-1983,Stapleton,Vivienne,F,1921,199x,R:vivacious,Am
572,573,Betsy Blair,1947-1973,Boger,Elizabeth,F,1923,199x,R:shy and nervous,Am
573,574,Janet Blair,1941-1972,Lafferty,Martha,F,1921,199x,R:vivacious,Am
574,575,Linda Blair,1974-1981,Blair,Linda,F,1959,199x,R:possessed child,Am
575,576,Amanda Blake,1956,Blake,Amanda,F,,1989,R:wife,Ct
576,577,Jon Blake,,,,M,,199x,RU:,Un
577,578,Mary Blake,,McDonald,Blossom,F,1896,1978,R: best friend,Am
578,579,Robert Blake,1943-1983,Gubitosi,Michael (Bobby),M,1933,199x,R:unusual roles,Am
579,580,Whitney Blake,1959,Blake,Whitney,F,19aa,199x,R:sr,Ct
580,581,Colin Blakely,1960-1983,Blakely,Colin,M,1930,1987,R:stocky,Br
581,582,Susan Blakely,1972-1980,Blakely,Susan,F,1950,199x,R:lead,Am
582,583,Ronee Blakley,1975-1981,Blakley,Ronee,F,1946,199x,R:pop singer,Am
583,584,Michel Blanc,1990,Blanc,Michel,M,,199x,RU:,Fr
584,585,Pierre Blanchar,1923-1958,Blanchar,Pierre,M,1892,1963,R:distinguished,Fr
585,586,Alan Blanchard,,,,M,,199x,RU:,Un
586,587,Mari Blanchard,1950-1964,Blanchard,Mary,F,1927,1970,R:decorative,Am
587,588,Pierre Blanchard,,,,M,,199x,RU:,Un
588,589,Clara Blandick,1930-1950,Blandick,Clara,F,1880,1962,R:sensible; no-nonsense,Am
589,590,Sally Blane,1927-1949,Jung,Elizabeth,F,1910,199x,R:lead,Am
590,591,Mark Blankfield,,,,M,,199x,RU:,Un
591,592,Roger Blay,,,,M,,199x,RU:,Un
592,593,Debra Blee,,,,F,,199x,RU:,Un
593,594,Brian Blessed,1970-1983,Blessed,Brian,M,1937,199x,R:massive,Br
594,595,Bernard Blier,1937-1982,Blier,Bernard,M,1916,1989,R:plump and bald,Ar-Fr
595,596,Dan Blocker,1963-1972,Blocker,Dan,M,1928,1972,R:heavyweight,Am
596,597,Michael Blodgett,,,,M,,199x,RU:,Un
597,598,Joan Blondell,1930-1979,Blondell,Joan,F,1909,1979,R:blonde dame,Am
598,599,Claire Bloom,1948-1981,Bloom,Claire,F,1931,199x,R:lead,Br
599,600,Verna Bloom,1969-1980,Bloom,Verna,F,,199x,R:lead,Am
600,601,Eric Blore,1920-1954,Blore,Eric,M,1887,1959,R:unctuous or insulting butlers; eccentric types,Br
601,602,Monte Blue,1916-1954,Blue,Monte,M,1890,1963,R:burly hero,Am
602,603,Ann Blyth,1944-1957,Blyth,Ann,F,1928,199x,R:diminutive,Am
603,604,Betty Blythe,1920-1964,Slaughter,Elizabeth Blythe,F,1893,1972,R:lead,Am
604,605,John Blythe,1944-1969,Blythe,John,M,1921,199x,R:spiv types,Br
605,606,Eleanor Boardman,1922-1934,Boardman,Eleanor,F,1898,199x,R:sympathetic,Am
606,607,Hart Bochner,,,,M,,199x,RU:,Un
607,608,Lloyd Bochner,1963-1981,Bochner,Lloyd,M,1924,199x,R:lead,Ca
608,609,Carl Boehm,1952-1974,Boehm,Karlheinz,M,1928,199x,R:blond; handsome,Ge
609,610,Paul Boensh III,,,,M,,199x,RU:,Un
610,611,Dirk Bogarde,1947-1981,Van Den Bogaerd,Derek,M,1921,1999,R:character,Br
611,612,Humphrey Bogart,1930-1956,Bogart,FN{Humphrey DeForest,M,1899,1957,R:tough,Am
612,613,Roman Bohnen,1937-1948,Bohnen,Roman,M,1894,1949,R:hard-working immigrant type,Am
613,614,Richard Bohringer,1990,,,M,,199x,RU:,Un
614,615,Curt Bois,1937-1954,Bois,Curt,M,1900,199x,R:head waiters and pompous clerks,Ge
615,616,Mary Boland,1916-1950,Boland,Mary,F,1880,1965,R:fluttery matrons,Am
616,617,Ray Bolger,1936-1984,Bolger,Ray,M,1904,1987,R:rubber-legged eccentric dancer,Am
617,618,Tiffany Bolling,1977-1977,Bolling,Tiffany,F,,199x,R:lead,Am
618,619,Joseph Bologna,1971-1979,Bologna,Joseph,M,1938,199x,RU:,Am
619,620,Fortunio Bonanova,1932-1969,Bonanova,Fortunio,M,1893,1969,R:impresario,Sp
620,621,Derek Bond,1946-1971,Bond,Derek,M,1919,199x,R:lead,Br
621,622,Lillian Bond,1931-1955,Bond,Lillian,F,1910,199x,R:lead,Br
622,623,Sudie Bond,,,,F,,199x,RU:,Un
623,624,Ward Bond,1930-1960,Bond,Ward,M,1903,1960,R:burly,Am
624,625,Natalya Bondartchuk,,,,F,,199x,RU:,Un
625,626,Sergei Bondartchuk,1948-1982,Bondartchuk,Sergei,M,1920,199x,RU:,Ru
626,627,Beulah Bondi,1931-1971,Bondy,Beulah,F,1889,1981,R:old lady,Am
627,628,Peter Bonerz,,,,M,,199x,RU:,Un
628,629,Sandrine Bonnaire,1983-1990,Bonnaire,Sandrine,F,1967,199x,R:quiet beauty,Fr
629,630,Beverly Bonner,,,,F,,199x,RU:,Un
630,631,Valérie Bonnier,,,,F,,199x,RU:,Un
631,632,Sonny Bono,,Bono,Salvatore,M,1940,1998,R:comedian,Un
632,633,Bonzo,1951-1952,Bonzo,,A,,,R:chimpanzee,
633,634,Pat Boone,1957-1970,Boone,Pat,M,1934,199x,R:gentle-mannered,Am
634,635,Richard Boone,1951-1972,Boone,Richard,M,1917,1981,R:craggy; menacing roles,Am
635,636,John Boorman,1978-1978,Boorman,John,M,1933,199x,RU:,Br
636,637,Connie Booth,,,,F,,199x,RU:,Un
637,638,Booth,1960-1978,Geeves-Booth,David,M,1930,UN,innocent or villainous,Br
638,639,Shirley Booth,1952-1973,Booth,Thelma Ford,F,1907,1992,R:middle-aged roles,Am
639,640,Powers Boothe,1980-1983,Boothe,Powers,M,,199x,R:overpowering,Am
640,641,Paola Borboni,,,,F,,199x,RU:,Un
641,642,Matt Borel,,,,M,,199x,RU:,Un
642,643,Veda Ann Borg,1936-1960,Borg,Veda,F,1915,1973,R:archetypal hard-boiled blonde,Am
643,644,Dirk Borgarde,,,,M,,199x,RU:,Un
644,645,Victor Borge,1943,Borge,Victor,M,,199x,R:humerous pianist,Da
645,646,Nelly Borgeaud,,,,F,,199x,RU:,Un
646,647,Ernest Borgnine,1951-1984,Borgnino,Ermes,M,1915,199x,R:forceful,Am
647,648,Tom Bosley,1946-1976,Bosley,Tom,M,1927,199x,R:plump,Am
648,649,Barry Bostwick,1971-1980,Bostwick,Barry,M,1946,199x,R:personable; tall,Am
649,650,Benjamin Bottoms,,,,M,,199x,RU:,Un
650,651,Joseph Bottoms,1974-1981,Bottoms,Joseph,M,1954,199x,R:juvenile,Am
651,652,Sam Bottoms,1971-1979,Bottoms,Sam,M,1960,199x,R:lead,Am
652,653,Timothy Bottoms,1971-1980,Bottoms,Timothy,M,1949,199x,R:lead,Am
653,654,Barbara Bouchet,1965-1976,Gutscher,Barbara,F,1943,199x,R:glamour girl,GeAm
654,655,Daniel Boulanger,,,,M,,199x,RU:,Un
655,656,Mathew Boulton,,,,M,,199x,RU:,Un
656,657,Carole Bouquet,,,,F,,199x,RU:,Un
657,658,Michel Bouquet,1947-1978,Bouquet,Michel,M,1926,199x,R:general purpose,Fr
658,659,Charon Bourke,,,,,,199x,RU:,Un
659,660,Phillip Bourneuf,1944-1970,Bourneuf,Phillip,M,1912,1979,R:older school,Am
660,661,Julie Bovasso,,,,F,,199x,RU:,Un
661,662,Tony Bova,,,,M,,199x,RU:,Un
662,663,Clara Bow,1922-1933,Bow,Clara,F,1905,1965,R:flapper; the `it' girl,Am
663,664,Dorris Bowdon,1939-1942,Bowdon,Dorris,F,1915,199x,R:lead,Am
664,665,Elizabeth Bowen,,,,F,,199x,RU:,Un
665,666,Roger Bowen,,,,M,,199x,RU:,Un
666,667,Malick Bowes,,,,M,,199x,RU:,Un
667,668,David Bowie,1976-1983,Jones,David Robert,M,1947,199x,R:musician; bizarrely decorated; makes curious forays,Br
668,669,Judy Bowker,1973-1981,Bowker,Judy,F,1954,199x,R:lead,Br
669,670,Lee Bowman,1936-1964,Bowman,Lee,M,1910,1979,R:light lead,Am
670,671,Bruce Boxleitner,1975-1983,Boxleitner,Bruce,M,1950,199x,R:lead,Am
671,672,Dorothy Boyd,,,,F,,199x,RU:,Un
672,673,Guy Boyd,,,,M,,199x,RU:,Un
