,ID,TITLE,RELEASE_YEAR,PRODUCER_NAME,STUDIO,GENRE
380,HBn30,Beau Geste,1926,P:Brenon,St:Paramount,Actn
381,HBn40,Beau Ideal,1931,PN:William leBaron,St:Paramount,Actn
382,HHS1,The White Goddess of the Wangora,1913,P:Schomburgk,St:; SD:MPSA,Dram
383,HHS3,The Heroes of Paratau,1914,P:Schomburgk,St:; SD:MPSA,Dram
384,HHS6,The Outlaw of the Sudu Mountains,1914,P:Schomburgk,St:; SD:MPSA,Dram
385,HHS8,Odd Man Out,1914,P:Schomburgk,St:; SD:MPSA,Dram
386,HHS9,Deutsche bin Sudan,1914,P:Schomburgk,SU:,Docu
387,HHS12,Eine Weisse unter Kannibalen,1919,P:Schomburgk,SU:,Docu
388,HHS13,Ein Abenteurer,1920,P:Schomburgk,SU:,Docu
389,HHS14,Tropengift,1920,P:Schomburgk,SU:,Docu
390,HHS15,Goldfieber,1920,P:Schomburgk,SU:,Docu
391,HHS16,Im Kampf um die Diamantfelder,1921,P:Schomburgk,SU:,Docu
392,HHS22,Geheimbundrieten der Frauen in Liberia,1923,P:Schomburgk,SU:,Docu
393,HHS24,Mensch und Tier im Urwald,1924,P:Schomburgk,SU:,Docu
394,HHS26,Fahrten und Fährten,1926,P:Schomburgk,SU:,Docu
395,HHS28,Verlorenes Land,1926,P:Schomburgk,SU:,Docu
396,HHS36,Das Letzte Paradis,1932,P:Schomburgk,SU:,Docu
397,HHS38,Die Wildnis Stribt,1933,P:Schomburgk,SU:,Docu
398,HHS48,Fauen; Masken; und Damönen,1948,P:Schomburgk,SU:,Docu
399,HHS50,Abschied von Afrika,1956,P:Schomburgk,SU:,Docu
400,PW1,The Student of Prag,1913,PN:,SU:,Ctxx
401,PW2,Rübezahls Hochzeit,1916,PN:,SU:,Ctxx
402,PW3,Der Rattenfänger von Hameln,1918,PN:,SU:,Ctxx
403,PW4,Der Golem,1920,PN:,St:UFA,Ctxx
404,Z4210,Tarzan the Ape Man,1913,PN:,SU:,Advt
405,Z4215,Romance of Tarzan,1918,PN:,SU:,Advt
406,Z4220,Return of Tarzan,1920,PN:,SU:,Advt
407,Z4222,Son of Tarzan,1920,PN:,SU:,Advt
408,Z4225,Adventures of Tarzan,1921,PN:,SU:,Advt
409,Z4230,Tarzan and the Golden Lion,1927,PN:,SU:,Advt
410,Z4240,Tarzan the Mighty,1928,PN:,SU:,Advt
411,ADA10,The Memory of the Other,1914,PN:,St:Aristica Gloria,Comd
412,AK1,The Duped Journalist,1914,PN:,St:Hungary,Ctxx
413,AK19,The Man with the Golden Touch,1918,PN:,SU:,Ctxx
414,AK26,The Prince and the Pauper,1920,PN:,SU:,Ctxx
415,AK40,The Private Life of Helen of Troy,1927,PN:,SL:USA,
416,AK45,Her Private Life,1929,PN:,SL:USA,Ctxx
417,AK49,The Princess and the Plumber,1931,PN:,SL:USA,
418,AK50,Marius,1931,PN:,St:Paris,Dram
419,AK57,The Private Life of Henry VIII,1933,P:A.Korda,St:England,
420,AK58,The Girl from Maxim's,1933,P:A.Korda,St:England,Ctxx
421,AK59,The Private Life of Don Juan,1934,P:A.Korda,St:England,Dram
422,AK78,Rembrandt,1936,P:A.Korda,St:London Films,Ctxx
423,AK90,That Hamilton Woman,1941,P:,St:London Films; Goldwyn,Romt;BioP
424,CC1,Making A Living,1914,PN:,SU:,Dram
425,CC43,The Tramp,1915,P:,St:Mutual,Dram
426,CC50,Shangheid,1916,PN:,SU:,Comd
427,CC52,A Night at the Show,1916,PN:,SU:,Comd
428,CC62,The Immigrant,1917,P:,St:Mutual,Comd
429,CC64,The Adventurer,1917,PN:,St:Mutual,
430,CC66,A Dog's Life,1918,P:Chaplin,St:First National,Comd
431,CC68,Shoulder Arms,1918,P:Chaplin,St:First National,Dram
432,CC70,The Kid,1920,P:Chaplin,St:First National,Dram
433,CC72,Shoulder Arms,1922,P:Chaplin,St:First National,Dram
434,CC73,The Gold Rush,1925,P:Chaplin,SU:,Dram
435,CC75,The Circus,1927,P:Chaplin,St:U.A.,Comd
436,CC76,City Lights,1931,P:Chaplin,St:U.A.,
437,CC77,Modern Times,1936,P:Chaplin,SL:USA,
438,CC78,The Great Dictator,1940,P:Chaplin,St:U.A.,Comd
439,CC79,The Gold Rush,1942,P:Chaplin,St:Republic,
440,CC80,Monsieur Verdoux,1947,P:Chaplin,SU:,Comd
442,CC82,A King in New York,1957,PN:,St:England,Ctxx
443,CC83.,A Countess from HongKong,1966,PN:,St:England,Ctxx
444,CGl10,La donna nuda,1914,PN:,St:Cines,Comd
445,CGl25,Malombra,1917,PN:,St:Cines,Ctxx
446,CGl35,Maman poupee,1920,PN:,St:Olympus,Ctxx
447,CGl42,Fabiola,1923,PN:,SU:,Epic
448,CGl44,Mesalina,1924,P:Gallone,SU:,Epic
449,CGl46,Quo Vadis,1925,PN:,SU:,Epic
450,CGl48,The Last Days of Pompeii,1926,PN:,St:S.A. Grandi,Epic
451,CGl55,Pawns of Passion,1928,P:Gallone,SU:,Ctxx
452,CGl70,Madame Butterfly,1939,PN:,SU:,Ctxx
453,CGl75,Manon Lescaut,1940,PN:,SU:,Ctxx
454,CGl85,La Traviata,1947,PN:,SU:,Ctxx
455,CGl90,Faust and the Devil,1949,PN:,SU:,Ctxx
456,CGl95,La Forza del Destino,1951,PN:,SU:,Ctxx
457,CGl103,Tosca,1956,PN:,SU:,Ctxx
458,CGl107,Michel Strogoff,1959,PN:,SU:,Ctxx
459,CGl109,Cathage in Flames,1959,PN:,SU:,Ctxx
460,CGl115,Carmen di Travestere,1962,PN:,SU:,Dram
461,CoC10,The Spoilers,1914,P:Selig,SU:,
462,CWl10,Der Stolz der Firma,1914,PN:,St:Union,Comd
463,ECs10,In The Land of the War Canoes,1914,PN:,SU:,Docu;Dram
464,El9,Schuhpalast Pinkus,1915,PN:,St:Union,Comd
465,El13,Wenn Vier Dasselbe Tun,1917,PN:,St:Union,Comd
466,El15,Ein Fideles Gefängnis,1918,PN:,St:Union,Comd
467,EL19,Die Augen der Mumie Ma,1918,PN:,St:Union SD:UFA,Dram
468,EL21,Gipsy Blood,1918,PN:,St:UFA,Dram
469,EL28,Meyer in Berlin,1919,P:,SU:,Comd
470,EL29,Die Austernprinzessin,1919,P:,St:Union SD:UFA,Dram
471,EL31,Madame Dubarry,1919,P:,St:Union SD:UFA,Dram
472,EL32,Die Puppe,1919,PN:,St:Union SD:UFA,Ctxx
473,EL33,Romeo und Julia im Schnee,1920,PN:,St:Meester Film,Comd
474,EL34,Kohliesel's Töchter,1920,PN:,St:Meester Film,Comd
475,El35,Ich Möchte Kein Mann Sein,1920,PN:,St:Union SD:UFA,Comd
476,EL36,Sumurun,1920,PN:,St:Union SD:UFA,Dram
477,EL37,Anna Boleyn,1920,PN:,St:Union; Meester; SD:UFA; Paramount,Dram
478,EL38,Die Bergkatze,1921,P:,St:Union SD:UFA,Dram
479,EL39,Das Weib des Pharao,1922,PN:,St:Lubitsch Film SD:UFA,Dram
480,EL40,Die Flamme,1923,P:Lubitsch,St:Lubitsch Film; EFA SD:UFA,Dram
481,EL41,Rosita,1923,PN:,St:US,Ctxx
482,EL42,The Marriage Circle,1924,PN:,St:Warners,Romt
483,EL44,Forbidden Paradise,1924,PN:,St:Paramount,Romt;BioP
484,EL46,Lady Windermere's Fan,1925,PN:,SU:,Comd
485,EL48,The Student Prince,1927,P:,St:MGM,Romt
486,EL49,The Patriot,1928,PN:,SU:,Ctxx
487,EL51,The Love Parade,1929,P:Zukor; Lasky,St:Paramount,
488,EL52,Paramount on Parade,1930,PN:,St:Paramount,Musc
489,EL53,Monte Carlo,1930,PN:,St:Paramount,Musc
490,EL54,The Smiling Luitenant,1931,PN:,St:Paramount,Musc
491,EL55,The Man I Killed,1932,PN:,St:Paramount,
492,EL56,One Hour With You,1932,PN:,St:Paramount,Romt;Musc
493,EL57,Trouble in Paradise,1932,P:Lubitsch,St:Paramount,Romt
494,EL58,If I had a Million,1932,PN:,St:Paramount,Ctxx
495,EL60,Design For Living,1933,PN:,St:Paramount,
496,EL61,The Merry Widow,1934,PN:,St:MGM,Musc
497,EL62,Angel,1937,PN:,St:Paramount,
498,EL63,Bluebeard's Eighth Wife,1938,PN:,St:Paramount,Comd
499,EL64,Ninotchka,1939,P:Lubitsch,St:MGM,Romt
500,EL65,The Shop around the Corner,1940,P:Lubitsch,St:MGM,Romt
501,EL67,To Be or Not To Be,1942,P:A.Korda,St:U.A.,Comd
502,EL68,Heaven Can Wait,1943,P:Lubitsch,St:Fox,Romt
503,EL69,Cluny Brown,1946,PN:,St:Fox,Romt
504,PFo10,Cabiria,1914,PN:,St:Itala,Dram;Epic;Actn
505,PFo15,Il Fuoco,1915,PN:,St:Itala,Dram
506,PFo20,Tigre Reale,1916,PN:,St:Itala,Dram
507,PFo25,Hedda Gabler,1919,PN:,St:Itala,Dram
508,ReB8,The Italian,1914,P:Th.Ince,St:New York,Dram
509,ReB10,The Typhoon,1914,P:Th.Ince,St:New York,Dram
510,ASa14,Bluebeard's Seven Wives,1926,PN:,SU:,Dram
511,ASa29,The Sea Wolf,1930,PN:,SU:,Dram
512,ASa30,Body and Soul,1931,PN:,SU:,Dram
513,ASa31,Daddy Long Legs,1931,PN:,St:Fox,Romt
514,ASa34,Rebecca of Sunnybrook Farm,1932,P:,St:Fox,Dram
515,ASa39,People Will Talk,1935,PN:,SU:,Comd
516,ASa41,Winterset,1936,PN:,SU:,Dram
517,ASa47,Our Leading Citizen,1939,PN:,SU:,Dram
518,ASa49,Betond the Blue Horizon,1942,PN:,SU:,Dram
519,ASa50,Jack London,1943,PN:,SU:,BioP
520,ASa51,The Hairy Ape,1944,PN:,SU:,Dram
521,ECa10,The Final Judgement,1915,PN:,SU:,Ctxx
522,ECa20,The trail to Yesterday,1918,PN:,SU:,Ctxx
523,ECa30,Rio Grande,1920,PN:,SU:,Ctxx
524,ECa40,San of the Sahara,1924,PN:,SU:,Ctxx
525,ECa50,Resurrection,1927,PN:,SU:,Ctxx
526,ECa55,Ramona,1928,PN:,SU:,Ctxx
527,ECa60,Evangeline,1929,PN:,SU:,Ctxx
528,ECa62,The Girl of the Golden West,1929,PN:,St:First National,Dram
529,ECa64,New Moon,1930,PN:,SU:,Musc
530,ECa65,The Spoilers,1930,PN:Lloyd Sheldon,St:Paramount,Advt
531,ECa75,Are We Civilized?,1934,PN:,SU:,Ctxx
532,GD1,Les Soeurs Ennemies,1915,PN:,St:Delia,Ctxx
533,GD2,Geo le Mysterieux,1916,PN:,St:Delia,Ctxx
534,GD3,Venus Victrix,1916,PN:,St:Delia,Ctxx
535,GD7,La Fete Espanole,1919,PN:,SU:,Ctxx
536,GD10,La Belle Dame Sans Merci,1920,PN:,St:Delia,Ctxx
537,GD13,La Souriante Madame Beudet,1923,PN:,St:Delia,Ctxx
538,GD19,La Coquille et le Clergyman,1926,PN:,SU:,Surr
539,GMf20,Tennessee's Pardner,1915,PN:,St:Feature Play,Romt
540,GMf21,Gentleman of Leisure,1915,PN:,St:Feature Play,Dram
541,GMf40,Pettigrew's Girl,1919,PN:,St:Paramount,Romt
542,GMf50,The Sheik,1921,P:Lasky,St:Paramount,Romt
543,GMf60,Dracula,1931,PN:Lasky,St:MCA,Horr
544,GMf70,The Light That Failed,1940,P:,St:Paramount,Dram
545,GuS10,Assunta Spina,1915,PN:,St:Ceasar,Dram
546,GuS12,The Woman of the Camelias,1915,PN:,St:Ceasar,Dram
547,IGA30,The Little Red Schoolhouse,1923,PN:,SU:,Ctxx
548,IGA40,The Phantom Express,1925,PN:,SU:,Ctxx
549,IGA50,Alexander Hamilton,1931,PN:,St:Warners,BioP
550,IGA60,The Man Who Played God,1932,PN:,SU:,Ctxx
551,IGA70,Voltaire,1933,PN:,SU:,BioP
552,JGE10,Joyous Troublemakers,1920,PU:,SU:,Comd
553,JGE18,Nero,1922,PU:,SU:,Hist
554,JGE20,Queen of Sheba,1922,PU:,SU:,Epic
555,JGE25,It's the Law,1924,PU:,SU:,Dram
556,JMa30,Asphalt,1929,PN:,St:UFA,Dram
557,JMa50,Music in the Air,1934,PN:,St:US,Ctxx
558,JMa60,The House of Seven Gables,1940,PN:Burt Kelly,St:Universal,
559,JMa70,Johnny Doen't Live Here Any More,1944,PN:,St:US,Ctxx
560,LaW10,The Corporal's Daughter,1915,PN:,St:Thomas Edison,Comd
561,LFl30,Les Vampires,1915,PN:,St:Gaumont,Horr
562,LFl50,Fantomas,1916,PN:,St:Gaumont,Crim
563,LFl70,Judex,1917,PN:,St:Gaumont,CnR
564,RaW2,The Thief of Bagdad,1924,P:Fairbanks sr,SU:,Advt
565,RaW13,What Price Glory,1926,PN:,SU:,
566,RaW20,The Loves of Carmen,1927,PN:,SU:,Comd
567,RaW24,Sadie Thompson,1928,PN:,SU:,
568,RaW40,The Man Who Came Back,1930,PN:,St:Fox,
569,RaW41,The Big Trail,1930,PN:,SU:,Ctxx
570,RaW44,The Yellow Ticket,1931,PN:,SU:,Ctxx
571,RaW47,The Bowery,1933,PN:Darryl F. Zanuck,St:20th Cent.,Dram
572,RaW59,The Roaring Twenties,1939,PN:Hal B. Wallis,St:Warners,Advt;BioP;Musc
573,RaW60,St. Louis Blues,1939,PN:,SU:,Musc
574,RaW61,They Drive by Night,1940,PN:,St:Warners,
575,RaW62,High Sierra,1941,PN:,SU:,CnR
576,RaW63,They Died With Their Boots On,1941,PN:Robert Fellows,St:Warners,BioP
577,RaW64,The Strawberry Blonde,1941,PN:William Cagney,St:Warners,Romt
578,RaW65,Manpower,1941,PN:,St:Warners,Ctxx
579,RaW66,Desperate Journey,1942,P:Wallis,St:Warners,Advt
580,RaW67,Northern Pursuit,1943,PN:,SU:,Ctxx
581,RaW70,Objective Burma,1945,PN:,SU:,
582,RaW72,The Man I Love,1946,PN:Arnold Albert,St:Warners,Dram
583,RaW73,One Sunday Afternoon,1949,PN:Jerry Wald,St:Warners,Musc
584,RaW74,White Heat,1949,PN:,SU:,Ctxx
585,RaW75,Colorado Territory,1949,PN:,SU:,West
586,RaW77,Distant Drums,1951,PN:,St:Republic,West
587,RaW78,Blackbeard the Pirate,1952,P:Grainger,St:RKO,Advt
588,RaW80,Gun Fury,1953,PN:,SU:,West
589,RaW81,Sea Devils,1953,PN:,SU:,
590,RaW82,Battle Cry,1954,P:none,S:Warners,Romt
591,RaW85,Band of Angels,1957,P:none,St:Warners,Dram
592,RaW87,The Naked and the Dead,1958,PN:,SU:,Dram
593,RaW93,A Distant Trumpet,1964,PN:,SU:,Ctxx
594,SG10,Ceux de Chez Nous,1915,PN:,SU:,Ctxx
595,SG15,La Voyante,1925,PN:,SU:,Ctxx
596,SG20,Les Deaux Couverts,1932,PN:,SU:,Ctxx
597,SG25,Bonne Chance,1935,PN:,SU:,Ctxx
598,SG30,Le Roman d'un Tricheur,1936,PN:,SU:,Comd
599,SG33,The Pearls of the Crown,1937,Les Perles de la couronne,,
601,SG35,Quadrille,1938,PN:,SU:,Ctxx
602,SG37,Champes-Elyseés,1938,PN:,SU:,BioP
603,SG40,Ils Etaient Neuf Celibataires,1939,PN:,SU:,Ctxx
604,SG43,Le Destin Fabuleux de Desiree Clary,1942,PN:,SU:,BioP
605,SG45,Donne-moi Tes Yeux,1943,PN:,SU:,Ctxx
606,SG49,La Diable Boiteux,1948,PN:,SU:,Ctxx
607,SG50,Le Comedien,1949,PN:,SU:,Ctxx
608,SG54,La Poison,1951,PN:,St:Gaumont,Myst
609,SG55,Debureau,1951,PN:,SU:,Ctxx
610,SG60,Versailles,1954,PN:,SU:,Dram
611,SG65,Napoleon,1955,PN:,SU:,Ctxx
612,SG66,Si Paris m'etait conté,1955,PN:,St:Gaumont,Dram
613,SG69,Les Trois Font la Paire,1957,PN:,St:Gaumont,Myst
614,SG70,Le Vie a Dieux,1957,PN:,SU:,Ctxx
615,SG71,Assassins et Voleurs,1957,PN:,St:Gaumont,Myst;Comd
616,WDT10,Going to the San Francisco World's Fair,1916,PU:,S:Keystone,Docu
617,WDT17,Tom Sawyer,1917,PN:,SU:,Ctxx
618,WDT19,Johanna Enlists,1918,PN:,St:Pickford,Romt
619,WDT20,Huck and Tom,1918,PN:,SU:,Ctxx
620,WDT27,Anne of Green Gables,1919,PN:,St:RealArt,Dram
621,WDT31,Huckleberry Finn,1920,PN:,SU:,Ctxx
622,Z1510,Two Orphans,1915,PN:,SU:,Dram
623,Z1512,The Clemenceau Case,1915,PN:,SU:,Dram
624,Z1514,The Stain,1915,PN:,SU:,Dram
625,Z1516,Lady Audley's Secret,1915,PN:,SU:,Dram
626,Z1518,The Vixen,1916,PN:,SU:,Dram
627,Z1520,A Fool There Was,1916,PN:,SU:,Dram
628,Z1522,Sin,1916,PN:,SU:,Dram
629,Z1524,The Light,1916,PN:,SU:,Dram
630,Z1526,Destruction,1916,PN:,SU:,Dram
631,Z1528,Gold and the Woman,1916,PN:,SU:,Dram
632,Z1530,The Serpent,1916,PN:,SU:,Dram
633,Z1532,Eternal Sappho,1916,PN:,SU:,Dram
634,Z1536,Her Double Life,1916,PN:,SU:,Dram
635,Z1538,Cleopatra,1917,PN:,SU:,Dram
636,Z1540,Madame Du Barry,1917,PN:,SU:,Dram
637,Z1542,Under Two Flags,1917,PN:,SU:,Dram
638,Z1544,Camille,1917,PN:,SU:,Dram
639,Z1546,Heart and Soul,1917,PN:,SU:,Dram
640,Z1548,The Tiger Woman,1917,PN:,SU:,Dram
641,Z1550,Salome,1918,PN:,SU:,Dram
642,Z1552,When A Woman Sins,1918,PN:,SU:,Dram
643,Z1554,The Forbidden Path,1918,PN:,SU:,Dram
644,Z1556,The She Devil,1918,PN:,SU:,Dram
645,Z1558,Rose of the Blood,1918,PN:,SU:,Dram
646,Z1560,Kathleen Mavourneen,1919,PN:,SU:,Dram
647,Z1562,La Belle Russe,1919,PN:,SU:,Dram
648,Z1564,When Men Desire,1919,PN:,SU:,Dram
649,Z1566,The Siren's Song,1919,PN:,SU:,Dram
650,Z1568,A Woman There Was,1920,PN:,SU:,Dram
651,Z1570,The Price of Silence,1921,PN:,SU:,Dram
652,Z1572,Her Greatest Love,1921,PN:,SU:,Dram
653,Z1576,The Unchastened Woman,1925,PN:,SU:,Ctxx
654,Z1578,Madame Mystery,1926,PN:,SU:,Comd
655,Z1580,The Dancer of Paris,1928,PN:,SU:,Ctxx
656,AB1,Perfido Incanto,1916,PN:,SL:Fr,Ctxx
657,AB2,Thais,1916,PN:,St:Novissima SL:Italy,Ctxx
658,AG10,J'accuse,1919,PN:,SL:Fr,
659,AG20,Napoleon,1927,PN:,St:WESTI,BioP;Epic
660,AG30,La Fin du Monde,1930,PN:Gance,St:Ecran d'Art,Dram
661,AG40,Napoleon,1934,PN:,St:Soc.Gen.des Films,BioP;Epic
662,AG50,J'accuse,1937,PN:,SL:Fr,Dram
663,AG65,Magirama,1955,PN:,SU:,Hist
664,AG70,Austerlitz,1960,PN:,SU:,Hist
665,HK1,Who Pays?,1916,PN:,SU:,Ctxx
666,HK10,Tol'able David,1921,PN:,SU:,Ctxx
667,HK20,The White Sister,,PN:,SU:,Ctxx
668,HK25,Stella Dallas,1925,P:S.Goldwyn,St:Goldwyn,Dram
669,HK30,Whoopie,1929,P:S.Goldwyn,SU:,Musc
670,HK50,State Fair,1933,PN:Winfield Sheehan,St:Fox,Comd
671,HK56,Way Down East,1936,PN:Winfield Sheehan,St:Fox,Dram
672,HK58,Lloyd's of London,1936,P:D.F.Zanuck,St:Fox,Hist
673,HK63,Ramona,1936,PN:,St:Fox,Ctxx
674,HK66,In Old Chicago,1938,P:MacGowan,St:Fox,Dram
675,HK67,Alexander's Ragtime Band,1938,P:D.F.Zanuck; Harry Joe Brown,St:Fox,Musc
676,HK69,Stanley and Livingstone,1939,P:Kenneth MacGowan,St:Fox,Advt
677,HK71,Maryland,1940,PN:,SU:,Ctxx
678,HK72,Chad Hanna,1940,PN:,SU:,Ctxx
679,HK73,A Yank in the RAF,1941,PN:,SU:,Ctxx
680,HK75,The Black Swan,1942,PN:Robert Bassler,St:Fox,Ctxx
681,HK76,The Song of Bernadette,1943,PN:,SU:,Dram
682,HK77,Wilson,1944,PN:Darryl Zanuck,St:Fox,BioP
683,HK79,Margie,1946,PN:,SU:,Ctxx
684,HK80,Captain from Castile,1947,PN:,SU:,Advt
685,HK82,Twelve OClock High,1949,P:D.F.Zanuck,St:Fox,Susp
686,HK83,The Gunfighter,1950,PN:,SU:,West
687,HK86,David and Bathsheeba,1950,P:D.F.Zanuck,St:Fox,Epic
688,HK89,The Snows of Kilimandjaro,1952,P:D.F.Zanuck,St:Fox,Advt;Romt
689,HK91,Love is a many Splendored Thing,1955,PN:Buddy Adler,St:Fox,Romt
690,HK92,Untamed,1955,PN:Bert E. Friedlob; William A. Bacher,St:Fox,Advt
691,HK94,The Sun also Rises,1957,P:D.F.Zanuck,SU:,Advt
692,HK99.,Tender is the Night,1961,PN:,SU:,Ctxx
693,JqF2,Têtes de Femmes; Femmes de Tête,1916,PN:,St:Gaumont,Ctxx
694,JqF4,Un Conseil d'Ami,1917,PN:,St:Gaumont,Comd
695,JqF6,La Faute d'Orthographe,1918,PN:,St:Gaumont,Comd
696,JqF10,L'Atlantide,1921,PN:,SU:,Ctxx
697,JqF20,Les Noveuax Messieurs,1929,PN:,SU:,Ctxx
698,JqF25,The Kiss,1929,PN:,SU:,Dram
699,JqF30,Le Grand Jeu,1934,PN:Albert Lewin,St:MGM,Dram
700,JqF40,La Kermesse Heroique,1935,PN:,St:Tobis,Comd
701,JqF50,Knight Without Armor,1937,P:A.Korda,St:London,Advt;Romt
702,JqF60,La Lois du Nord,1939,PN:,SU:,Ctxx
703,MaN30,Rebecca of Sunnybrook Farm,1917,PN:,St:First National,Dram
704,MaN40,Dady Long-Legs,1919,PN:,SU:,Romt
705,MaN70,Tess of the D'Ubervilles,1925,PN:,SU:,Ctxx
706,MaN110,Sweethearts on Parade,1930,PN:,SU:,Ctxx
707,SFr42,Private Lives,1931,PN:,St:MGM,Dram;Comd
708,SFr43,The Guardsman,1931,PN:Albert Lewin,St:MGM,Comd
709,SFr46,Reunion in Vienna,1933,PN:,SU:,Dram
710,SFr50,Dark Angel,1935,PN:,SU:,Ctxx
711,SFr60,The Good Earth,1937,PN:Irving Thalberg,St:MGM,Dram
712,EJL10,The Three Godfathers,1916,P:,St:Universal,West
713,WDM3,The Ragamuffin,1916,PN:,St:Paramount,Romt
714,WDM5,What Every Woman Knows,1921,PN:,St:Paramount,Romt
715,WDM10,Nice People,1922,PN:,SU:,Ctxx
716,WDM20,Craig's Wife,1928,PN:,SU:,Ctxx
717,AbA10,Il processo Clemenceau,1917,PN:,St:Ceasar,Dram
718,AlW40,The House of Rothschild,1934,PN:William Goetz; R.Griffith,St:2oth C.,
719,AlW60,The Adventures of Sherlock Holmes,1939,P:D.Markey,St:Fox,
720,BsK10,One Week,1920,PN:,SU:,
721,BsK12,Hard Luck,1921,PN:,SU:,
722,BsK13,The Paleface,1921,PN:,SU:,
723,BsK14,The Boat,1921,PN:,SU:,
724,BsK16,The Blacksmith,1921,PN:,SU:,
725,BsK17,The Haunted House,1921,PU:,SU:,Comd
726,BsK15,Neighbors,1921,PU:,SU:,Romt Comd
727,BsK21,The Frozen North,1922,PU:,SU:,Comd
728,BsK25,My Wife's Relations,1922,PN:,SU:,
729,BsK26,Day Dreams,1922,PN:,SU:,
730,BsK27,Cops,1922,PN:Joseph F. Schenk,St:First National,
731,BsK32,The Love Nest,1923,PN:,SU:,
732,BsK35,The Baloonatic,1923,PN:,SU:,
733,BsK37,Our Hospitality,1923,PN:Joseph M. Schenk,St:Metro; Keaton,Comd
734,BsK39,The Three Ages,1923,PN:,SU:,Comd
735,BsK40,The Navigator,1924,PN:Joseph M. Schenk,St:Metro-Goldwyn,Comd
736,BsK42,Sherlock jr.,1924,PN:Joseph M. Schenk,St:Metro,Comd
737,BsK52,Go West,1925,PN:,SU:,Comd
738,BsK55,The Three Ages,1925,PN:,SU:,Comd
739,BsK58,Estrallos,1925,PN:,SU:,Comd
740,BsK59,Battling Butler,1926,PN:,SU:,Comd
741,BsK70,College,1927,PN:,SU:,Comd
742,BsK82,Seven Chances,1930,PU:,SU:,Comd
743,BsK90,One-Run Elmer,1935,PN:,St:Povert Row's Educational Pictures,
744,BsK91,Tars and Stripes,1935,PN:,St:Povert Row's Educational Pictures,
745,BsK95,Grand Slam Opera,1936,PN:,St:Povert Row's Educational Pictures,
746,FbM10,Cenere,1917,PN:Arturo Ambrosio,St:Ambrosio,Dram
747,FLl4,The Only Way,1918,PN:,SU:,Dram
748,FLl7,Les Misérables,1918,PN:,SL:USA;England,Dram
749,FLl10,Madame X,1920,PN:,SU:,Dram
750,FLl20,Oliver Twist,1922,PN:,SU:,Ctxx
751,FLl30,The Divine Lady,1929,PN:,St:Warners,BioP
752,FLl40,East Lynne,1931,PN:,St:Fox,Dram
753,FLl50,Passport to Hell,1932,PN:,SU:,Ctxx
754,FLl59,Cavalcade,1933,PN:Winfield Sheehan,SU:,Dram
755,FLl62,Berkeley Square,1933,PN:Jessse L. Lasky,St:Fox,Romt
756,FLl70,Mutiny on the Bounty,1935,P:Irving Thalberg,St:MGM,Dram
757,FLl75,Under Two Flags,1936,PN:,St:Fox,Advt
758,FLl80,Wells Fargo,1937,P:F.Llloyd,St:Paramount,West
759,FLl85,Maid of Salem,1961,PN:Howard Estabrook,St:Paramount,Dram;BioP
760,FLl89,If I were King,1939,P:Lloyd,St:Paramount,Advt
761,FLl99,Blood on the Sun,1945,PN:William Cagney,St:U.A.;Cagney,Actn
762,GM190,The Goldwyn Follies,1938,PN:Sam Goldwyn,St:Goldwyn,Musc
763,GM200,Destry Rides Again,1939,PN:Joe Pasternal,St:Universal,West
764,GM210,The Ghost Breakers,1940,P:Hornblow,St:Paramount,
765,GM220,Murder He Says,1944,PN:,SU:,Ctxx
766,GM222,Incendiary Blonde,1945,PN:,SU:,BioP
767,GM223,The Blue Dahlia,1946,PN:,St:Paramount,Noir
768,GM224,Monsieur Beaucaire,1946,PN:John Paul Jones,St:Paramount,
769,GM225,The Happy Barber,1946,PU:,SU:,Comd
770,GM226,Tm:The Perils of Pauline,1947,PN:,SU:,Dram
771,GM227,Variety Girl,1947,PN:Daniel Dare,St:Paramount,Dram
772,GM230,Fancy Pants,1950,PN:,SU:,Ctxx
773,GM237,Houdini,1953,P:Pal,St:Paramount,BioP;Dram;Romt
774,GM238,Scared Stiff,1953,P:Wallis,St:Paramount,Comd
775,GM240,Red Garters,1954,PN:Pat Duggan,St:Paramount,Comd;West
776,GM242,Money From Home,1954,PN:,St:Paramount,Comd
777,GM300,Destry,1954,PN:Stanley Rubin,St:U-I,West
778,GM305,The Gazebo,1959,PN:Lawrence Weingarten,St:MGM,Susp; Comd
779,GM310,Papa's Delicate Condition,1963,PN:Jack Rose,St:Paramount,Comd
780,IF15,Marked Men,1920,PN:,St:Universal,West
781,IF43,The Iron Horse,1924,PN:,St:Fox,West
782,IF63,Men Without Women,1930,PN:,SU:,Ctxx
783,IF68,Arrowsmith,1931,PN:,SU:,Ctxx
784,IF73,The Lost Patrol,1934,PN:,SU:,Ctxx
785,IF75,Judge Priest,1934,PN:,SU:,Comd
786,IF76,The Whole Town's Talking,1935,PN:Lester Cowan,S:Columbia,Dram
787,IF77,The Informer,1935,PN:Cliff Reid,St:RKO,
788,IF78,Steamboat Round the Bend,1935,P:Sol M. Wurtzel,St:Fox,Dram
789,IF79,The Prisoner of Shark Island,1936,P:D.F.Zanuck,St:Fox,Hist
790,IF81,Wee Willie Winkie,1937,PN:,SU:,Romt
791,IF83,The Hurricane,1937,P:Merrit Hulburd,St:Sam Goldwyn,Dram
792,IF86,Stagecoach,1939,P:Wanger,St:U.A.,West
